"","Income","Start","End","M","P","M","O","Att","Prop","#","Amount"
"08 Nov 2023","+0.00229 ETH","32.01632 ETH","32.00154 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Nov 2023","+0.00226 ETH","32.01406 ETH","32.01631 ETH","1","0","0","0","0","0","0","0 ETH"
"06 Nov 2023","+0.00228 ETH","32.01177 ETH","32.01405 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Nov 2023","+0.00227 ETH","32.00949 ETH","32.01176 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Nov 2023","+0.00228 ETH","32.0072 ETH","32.00948 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Nov 2023","+0.00230 ETH","32.0049 ETH","32.00719 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Nov 2023","+0.00227 ETH","32.00262 ETH","32.00489 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Nov 2023","+0.00228 ETH","32.00034 ETH","32.00261 ETH","1","0","0","0","0","0","0","0 ETH"
"31 Oct 2023","+0.00226 ETH","32.01503 ETH","32.00033 ETH","1","0","0","0","0","0","0","0 ETH"
"30 Oct 2023","+0.00227 ETH","32.01275 ETH","32.01502 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Oct 2023","+0.00229 ETH","32.01046 ETH","32.01274 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Oct 2023","+0.00230 ETH","32.00815 ETH","32.01045 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Oct 2023","+0.00228 ETH","32.00587 ETH","32.00814 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Oct 2023","+0.00229 ETH","32.00358 ETH","32.00586 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Oct 2023","+0.00230 ETH","32.00127 ETH","32.00357 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Oct 2023","+0.00227 ETH","32.01589 ETH","32.00126 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Oct 2023","+0.00230 ETH","32.01358 ETH","32.01588 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Oct 2023","+0.00227 ETH","32.01131 ETH","32.01357 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Oct 2023","+0.00230 ETH","32.009 ETH","32.0113 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Oct 2023","+0.00230 ETH","32.0067 ETH","32.00899 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Oct 2023","+0.00230 ETH","32.00439 ETH","32.00669 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Oct 2023","+0.00227 ETH","32.00212 ETH","32.00438 ETH","1","0","0","0","0","0","0","0 ETH"
"17 Oct 2023","+0.00228 ETH","32.01662 ETH","32.00211 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Oct 2023","+0.00230 ETH","32.01431 ETH","32.01661 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Oct 2023","+0.00226 ETH","32.01205 ETH","32.0143 ETH","1","0","0","0","0","0","0","0 ETH"
"14 Oct 2023","+0.00228 ETH","32.00977 ETH","32.01204 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Oct 2023","+0.00230 ETH","32.00746 ETH","32.00976 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Oct 2023","+0.00230 ETH","32.00516 ETH","32.00745 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Oct 2023","+0.00230 ETH","32.00285 ETH","32.00515 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Oct 2023","+0.00231 ETH","32.00054 ETH","32.00284 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Oct 2023","+0.00228 ETH","32.0149 ETH","32.00053 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Oct 2023","+0.00230 ETH","32.01259 ETH","32.01489 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Oct 2023","+0.00229 ETH","32.0103 ETH","32.01258 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Oct 2023","+0.00230 ETH","32.00799 ETH","32.01029 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Oct 2023","+0.00232 ETH","32.00567 ETH","32.00798 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Oct 2023","+0.00233 ETH","32.00333 ETH","32.00566 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Oct 2023","+0.00233 ETH","32.00099 ETH","32.00332 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Oct 2023","+0.00231 ETH","32.01521 ETH","32.00098 ETH","1","0","0","0","0","0","0","0 ETH"
"01 Oct 2023","+0.00233 ETH","32.01287 ETH","32.0152 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Sep 2023","+0.00235 ETH","32.01052 ETH","32.01286 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Sep 2023","+0.00233 ETH","32.00819 ETH","32.01051 ETH","1","0","0","0","0","0","0","0 ETH"
"28 Sep 2023","+0.00232 ETH","32.00587 ETH","32.00818 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Sep 2023","+0.00235 ETH","32.00352 ETH","32.00586 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Sep 2023","+0.00236 ETH","32.00115 ETH","32.0035 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Sep 2023","+0.00236 ETH","32.0152 ETH","32.00113 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Sep 2023","+0.00236 ETH","32.01284 ETH","32.01519 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Sep 2023","+0.00236 ETH","32.01047 ETH","32.01283 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Sep 2023","+0.00237 ETH","32.0081 ETH","32.01046 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Sep 2023","+0.00237 ETH","32.00572 ETH","32.00809 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Sep 2023","+0.00237 ETH","32.00335 ETH","32.00571 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Sep 2023","+0.00239 ETH","32.00096 ETH","32.00334 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Sep 2023","+0.00238 ETH","32.01476 ETH","32.00095 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Sep 2023","+0.00236 ETH","32.0124 ETH","32.01475 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Sep 2023","+0.00235 ETH","32.01004 ETH","32.01239 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Sep 2023","+0.00238 ETH","32.00765 ETH","32.01003 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Sep 2023","+0.00239 ETH","32.00526 ETH","32.00764 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Sep 2023","+0.00239 ETH","32.00286 ETH","32.00525 ETH","0","0","0","0","0","0","0","0 ETH"
"12 Sep 2023","+0.00238 ETH","32.00048 ETH","32.00285 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Sep 2023","+0.00239 ETH","32.0141 ETH","32.00047 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Sep 2023","+0.00240 ETH","32.0117 ETH","32.01409 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Sep 2023","+0.00239 ETH","32.0093 ETH","32.01169 ETH","0","0","0","0","0","0","0","0 ETH"
"08 Sep 2023","+0.00243 ETH","32.00687 ETH","32.00929 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Sep 2023","+0.00243 ETH","32.00444 ETH","32.00686 ETH","0","0","0","0","0","0","0","0 ETH"
"06 Sep 2023","+0.00241 ETH","32.00202 ETH","32.00443 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Sep 2023","+0.00243 ETH","32.01542 ETH","32.00201 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Sep 2023","+0.00241 ETH","32.013 ETH","32.01541 ETH","1","0","0","0","0","0","0","0 ETH"
"03 Sep 2023","+0.00244 ETH","32.01056 ETH","32.01299 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Sep 2023","+0.00243 ETH","32.00812 ETH","32.01054 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Sep 2023","+0.00240 ETH","32.00571 ETH","32.00811 ETH","1","0","0","0","0","0","0","0 ETH"
"31 Aug 2023","+0.00244 ETH","32.00326 ETH","32.0057 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Aug 2023","+0.00246 ETH","32.0008 ETH","32.00325 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Aug 2023","+0.00243 ETH","32.01399 ETH","32.00079 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Aug 2023","+0.00244 ETH","32.01154 ETH","32.01398 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Aug 2023","+0.00245 ETH","32.00909 ETH","32.01153 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Aug 2023","+0.00245 ETH","32.00663 ETH","32.00908 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Aug 2023","+0.00245 ETH","32.00418 ETH","32.00662 ETH","0","0","0","0","0","0","0","0 ETH"
"24 Aug 2023","+0.00245 ETH","32.00172 ETH","32.00417 ETH","1","0","0","0","0","0","0","0 ETH"
"23 Aug 2023","+0.00247 ETH","32.01471 ETH","32.00171 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Aug 2023","+0.00248 ETH","32.01223 ETH","32.0147 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Aug 2023","+0.00247 ETH","32.00975 ETH","32.01222 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Aug 2023","+0.00245 ETH","32.0073 ETH","32.00974 ETH","1","0","0","0","0","0","0","0 ETH"
"19 Aug 2023","+0.00246 ETH","32.00484 ETH","32.00729 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Aug 2023","+0.00249 ETH","32.00234 ETH","32.00483 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Aug 2023","+0.00249 ETH","32.01517 ETH","32.00233 ETH","1","0","0","0","0","0","0","0 ETH"
"16 Aug 2023","+0.00249 ETH","32.01267 ETH","32.01515 ETH","1","0","0","0","0","0","0","0 ETH"
"15 Aug 2023","+0.00251 ETH","32.01016 ETH","32.01266 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Aug 2023","+0.00251 ETH","32.00764 ETH","32.01015 ETH","0","0","0","0","0","0","0","0 ETH"
"13 Aug 2023","+0.00249 ETH","32.00514 ETH","32.00763 ETH","2","0","0","0","0","0","0","0 ETH"
"12 Aug 2023","+0.00252 ETH","32.00262 ETH","32.00513 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Aug 2023","+0.00249 ETH","32.00012 ETH","32.00261 ETH","2","0","0","0","0","0","0","0 ETH"
"10 Aug 2023","+0.00251 ETH","32.01275 ETH","32.00011 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Aug 2023","+0.00252 ETH","32.01022 ETH","32.01274 ETH","1","0","0","0","0","0","0","0 ETH"
"08 Aug 2023","+0.00252 ETH","32.0077 ETH","32.01021 ETH","1","0","0","0","0","0","0","0 ETH"
"07 Aug 2023","+0.00248 ETH","32.00521 ETH","32.00768 ETH","1","0","0","0","0","0","0","0 ETH"
"06 Aug 2023","+0.00254 ETH","32.00267 ETH","32.0052 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Aug 2023","+0.00254 ETH","32.00012 ETH","32.00266 ETH","1","0","0","0","0","0","0","0 ETH"
"04 Aug 2023","+0.00254 ETH","32.01263 ETH","32.00011 ETH","0","0","0","0","0","0","0","0 ETH"
"03 Aug 2023","+0.00254 ETH","32.01009 ETH","32.01262 ETH","1","0","0","0","0","0","0","0 ETH"
"02 Aug 2023","+0.00256 ETH","32.00753 ETH","32.01008 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Aug 2023","+0.00256 ETH","32.00496 ETH","32.00752 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Jul 2023","+0.00255 ETH","32.00241 ETH","32.00495 ETH","1","0","0","0","0","0","0","0 ETH"
"30 Jul 2023","+0.00256 ETH","32.01465 ETH","32.00239 ETH","1","0","0","0","0","0","0","0 ETH"
"29 Jul 2023","+0.00255 ETH","32.0121 ETH","32.01464 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Jul 2023","+0.00255 ETH","32.00954 ETH","32.01209 ETH","1","0","0","0","0","0","0","0 ETH"
"27 Jul 2023","+0.00258 ETH","32.00696 ETH","32.00953 ETH","0","0","0","0","0","0","0","0 ETH"
"26 Jul 2023","+0.00257 ETH","32.00439 ETH","32.00695 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Jul 2023","+0.00257 ETH","32.00181 ETH","32.00438 ETH","1","0","0","0","0","0","0","0 ETH"
"24 Jul 2023","+0.00254 ETH","32.01405 ETH","32.0018 ETH","1","0","0","0","0","0","0","0 ETH"
"23 Jul 2023","+0.00258 ETH","32.01146 ETH","32.01404 ETH","1","0","0","0","0","0","0","0 ETH"
"22 Jul 2023","+0.00259 ETH","32.00886 ETH","32.01145 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Jul 2023","+0.00259 ETH","32.00627 ETH","32.00885 ETH","1","0","0","0","0","0","0","0 ETH"
"20 Jul 2023","+0.00260 ETH","32.00366 ETH","32.00626 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Jul 2023","+0.00260 ETH","32.00105 ETH","32.00365 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Jul 2023","+0.00260 ETH","32.01303 ETH","32.00104 ETH","1","0","0","0","0","0","0","0 ETH"
"17 Jul 2023","+0.00261 ETH","32.01042 ETH","32.01302 ETH","1","0","0","0","0","0","0","0 ETH"
"16 Jul 2023","+0.00261 ETH","32.0078 ETH","32.0104 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Jul 2023","+0.00257 ETH","32.00522 ETH","32.00779 ETH","1","0","0","0","0","0","0","0 ETH"
"14 Jul 2023","+0.00258 ETH","32.00264 ETH","32.00521 ETH","3","0","0","0","0","0","0","0 ETH"
"13 Jul 2023","+0.00261 ETH","32.00002 ETH","32.00263 ETH","2","0","0","0","0","0","0","0 ETH"
"12 Jul 2023","+0.00260 ETH","32.01185 ETH","32.00001 ETH","2","0","0","0","0","0","0","0 ETH"
"11 Jul 2023","+0.00263 ETH","32.00922 ETH","32.01184 ETH","0","0","0","0","0","0","0","0 ETH"
"10 Jul 2023","+0.00260 ETH","32.00662 ETH","32.00921 ETH","2","0","0","0","0","0","0","0 ETH"
"09 Jul 2023","+0.00259 ETH","32.00402 ETH","32.0066 ETH","2","0","0","0","0","0","0","0 ETH"
"08 Jul 2023","+0.00262 ETH","32.00139 ETH","32.00401 ETH","3","0","0","0","0","0","0","0 ETH"
"07 Jul 2023","+0.00264 ETH","32.01313 ETH","32.00138 ETH","1","0","0","0","0","0","0","0 ETH"
"06 Jul 2023","+0.00264 ETH","32.01048 ETH","32.01311 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Jul 2023","+0.00266 ETH","32.00781 ETH","32.01047 ETH","0","0","0","0","0","0","0","0 ETH"
"04 Jul 2023","+0.00264 ETH","32.00517 ETH","32.0078 ETH","1","0","0","0","0","0","0","0 ETH"
"03 Jul 2023","+0.00266 ETH","32.00251 ETH","32.00516 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Jul 2023","+0.00264 ETH","32.01399 ETH","32.00249 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Jul 2023","+0.00264 ETH","32.01135 ETH","32.01398 ETH","0","0","0","0","0","0","0","0 ETH"
"30 Jun 2023","+0.00264 ETH","32.00871 ETH","32.01134 ETH","4","0","0","0","0","0","0","0 ETH"
"29 Jun 2023","+0.00267 ETH","32.00603 ETH","32.0087 ETH","1","0","0","0","0","0","0","0 ETH"
"28 Jun 2023","+0.00265 ETH","32.00338 ETH","32.00602 ETH","2","0","0","0","0","0","0","0 ETH"
"27 Jun 2023","+0.00268 ETH","32.00069 ETH","32.00336 ETH","1","0","0","0","0","0","0","0 ETH"
"26 Jun 2023","+0.00266 ETH","32.01208 ETH","32.00068 ETH","1","0","0","0","0","0","0","0 ETH"
"25 Jun 2023","+0.00266 ETH","32.00942 ETH","32.01207 ETH","1","0","0","0","0","0","0","0 ETH"
"24 Jun 2023","+0.00268 ETH","32.00673 ETH","32.0094 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Jun 2023","+0.00270 ETH","32.00403 ETH","32.00672 ETH","1","0","0","0","0","0","0","0 ETH"
"22 Jun 2023","+0.00265 ETH","32.00137 ETH","32.00402 ETH","4","0","0","0","0","0","0","0 ETH"
"21 Jun 2023","+0.00270 ETH","32.04759 ETH","32.00136 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Jun 2023","+0.00270 ETH","32.04489 ETH","32.04758 ETH","1","0","0","0","0","0","0","0 ETH"
"19 Jun 2023","+0.03758 ETH","32.0073 ETH","32.04487 ETH","2","1","0","0","0","0","0","0 ETH"
"18 Jun 2023","+0.00271 ETH","32.00459 ETH","32.00729 ETH","2","0","0","0","0","0","0","0 ETH"
"17 Jun 2023","+0.00273 ETH","32.00186 ETH","32.00458 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Jun 2023","+0.00273 ETH","32.01309 ETH","32.00185 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Jun 2023","+0.00273 ETH","32.01035 ETH","32.01308 ETH","0","0","0","0","0","0","0","0 ETH"
"14 Jun 2023","+0.00272 ETH","32.00763 ETH","32.01034 ETH","1","0","0","0","0","0","0","0 ETH"
"13 Jun 2023","+0.00274 ETH","32.00489 ETH","32.00762 ETH","2","0","0","0","0","0","0","0 ETH"
"12 Jun 2023","+0.00272 ETH","32.00216 ETH","32.00488 ETH","0","0","0","0","0","0","0","0 ETH"
"11 Jun 2023","+0.00272 ETH","32.01319 ETH","32.00215 ETH","2","0","0","0","0","0","0","0 ETH"
"10 Jun 2023","+0.00273 ETH","32.01046 ETH","32.01318 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Jun 2023","+0.00271 ETH","32.00774 ETH","32.01045 ETH","1","0","0","0","0","0","0","0 ETH"
"08 Jun 2023","+0.00271 ETH","32.00503 ETH","32.00773 ETH","0","0","0","0","0","0","0","0 ETH"
"07 Jun 2023","+0.00273 ETH","32.00229 ETH","32.00502 ETH","1","0","0","0","0","0","0","0 ETH"
"06 Jun 2023","+0.00272 ETH","32.01303 ETH","32.00228 ETH","1","0","0","0","0","0","0","0 ETH"
"05 Jun 2023","+0.00270 ETH","32.01032 ETH","32.01301 ETH","1","0","0","0","0","0","0","0 ETH"
"04 Jun 2023","+0.00271 ETH","32.00761 ETH","32.01031 ETH","1","0","0","0","0","0","0","0 ETH"
"03 Jun 2023","+0.00273 ETH","32.00488 ETH","32.0076 ETH","1","0","0","0","0","0","0","0 ETH"
"02 Jun 2023","+0.00267 ETH","32.0022 ETH","32.00486 ETH","0","0","0","0","0","0","0","0 ETH"
"01 Jun 2023","+0.00274 ETH","32.01271 ETH","32.00219 ETH","1","0","0","0","0","0","0","0 ETH"
"31 May 2023","+0.00273 ETH","32.00997 ETH","32.0127 ETH","0","0","0","0","0","0","0","0 ETH"
"30 May 2023","+0.00274 ETH","32.00723 ETH","32.00996 ETH","0","0","0","0","0","0","0","0 ETH"
"29 May 2023","+0.00276 ETH","32.00446 ETH","32.00721 ETH","0","0","0","0","0","0","0","0 ETH"
"28 May 2023","+0.00275 ETH","32.0017 ETH","32.00444 ETH","0","0","0","0","0","0","0","0 ETH"
"27 May 2023","+0.00278 ETH","32.01198 ETH","32.00169 ETH","1","0","0","0","0","0","0","0 ETH"
"26 May 2023","+0.00278 ETH","32.0092 ETH","32.01197 ETH","1","0","0","0","0","0","0","0 ETH"
"25 May 2023","+0.00279 ETH","32.0064 ETH","32.00918 ETH","0","0","0","0","0","0","0","0 ETH"
"24 May 2023","+0.00278 ETH","32.00362 ETH","32.00639 ETH","0","0","0","0","0","0","0","0 ETH"
"23 May 2023","+0.00278 ETH","32.00083 ETH","32.00361 ETH","0","0","0","0","0","0","0","0 ETH"
"22 May 2023","+0.00280 ETH","32.01097 ETH","32.00082 ETH","1","0","0","0","0","0","0","0 ETH"
"21 May 2023","+0.00275 ETH","32.00821 ETH","32.01096 ETH","3","0","0","0","0","0","0","0 ETH"
"20 May 2023","+0.00279 ETH","32.00542 ETH","32.0082 ETH","2","0","0","0","0","0","0","0 ETH"
"19 May 2023","+0.00279 ETH","32.00262 ETH","32.00541 ETH","0","0","0","0","0","0","0","0 ETH"
"18 May 2023","+0.00282 ETH","32.01244 ETH","32.00261 ETH","1","0","0","0","0","0","0","0 ETH"
"17 May 2023","+0.00280 ETH","32.00964 ETH","32.01243 ETH","2","0","0","0","0","0","0","0 ETH"
"16 May 2023","+0.00281 ETH","32.00682 ETH","32.00962 ETH","1","0","0","0","0","0","0","0 ETH"
"15 May 2023","+0.00281 ETH","32.004 ETH","32.00681 ETH","0","0","0","0","0","0","0","0 ETH"
"14 May 2023","+0.00279 ETH","32.00121 ETH","32.00399 ETH","2","0","0","0","0","0","0","0 ETH"
"13 May 2023","+0.00274 ETH","32.01082 ETH","32.0012 ETH","2","0","0","0","0","0","0","0 ETH"
"12 May 2023","+0.00256 ETH","32.00826 ETH","32.01081 ETH","7","0","0","0","0","0","0","0 ETH"
"11 May 2023","+0.00275 ETH","32.00551 ETH","32.00825 ETH","1","0","0","0","0","0","0","0 ETH"
"10 May 2023","+0.00282 ETH","32.00268 ETH","32.00549 ETH","0","0","0","0","0","0","0","0 ETH"
"09 May 2023","+0.00284 ETH","32.01237 ETH","32.00267 ETH","1","0","0","0","0","0","0","0 ETH"
"08 May 2023","+0.00285 ETH","32.00952 ETH","32.01236 ETH","0","0","0","0","0","0","0","0 ETH"
"07 May 2023","+0.00283 ETH","32.00668 ETH","32.0095 ETH","1","0","0","0","0","0","0","0 ETH"
"06 May 2023","+0.00283 ETH","32.00384 ETH","32.00667 ETH","0","0","0","0","0","0","0","0 ETH"
"05 May 2023","+0.00283 ETH","32.001 ETH","32.00383 ETH","0","0","0","0","0","0","0","0 ETH"
"04 May 2023","+0.00285 ETH","32.0106 ETH","32.00099 ETH","0","0","0","0","0","0","0","0 ETH"
"03 May 2023","+0.00281 ETH","32.00779 ETH","32.01059 ETH","1","0","0","0","0","0","0","0 ETH"
"02 May 2023","+0.00285 ETH","32.00493 ETH","32.00778 ETH","0","0","0","0","0","0","0","0 ETH"
"01 May 2023","+0.00285 ETH","32.00207 ETH","32.00492 ETH","1","0","0","0","0","0","0","0 ETH"
"30 Apr 2023","+0.00282 ETH","32.01162 ETH","32.00206 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Apr 2023","+0.00285 ETH","32.00876 ETH","32.01161 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Apr 2023","+0.00284 ETH","32.00592 ETH","32.00875 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Apr 2023","+0.00285 ETH","32.00306 ETH","32.0059 ETH","1","0","0","0","0","0","0","0 ETH"
"26 Apr 2023","+0.00281 ETH","32.00025 ETH","32.00305 ETH","1","0","0","0","0","0","0","0 ETH"
"25 Apr 2023","+0.00284 ETH","32.00965 ETH","32.00024 ETH","1","0","0","0","0","0","0","0 ETH"
"24 Apr 2023","+0.00283 ETH","32.00682 ETH","32.00964 ETH","1","0","0","0","0","0","0","0 ETH"
"23 Apr 2023","+0.00283 ETH","32.00399 ETH","32.00681 ETH","1","0","0","0","0","0","0","0 ETH"
"22 Apr 2023","+0.00281 ETH","32.00118 ETH","32.00398 ETH","1","0","0","0","0","0","0","0 ETH"
"21 Apr 2023","+0.00283 ETH","32.01054 ETH","32.00116 ETH","1","0","0","0","0","0","0","0 ETH"
"20 Apr 2023","+0.00278 ETH","32.00775 ETH","32.01052 ETH","3","0","0","0","0","0","0","0 ETH"
"19 Apr 2023","+0.00284 ETH","32.00491 ETH","32.00774 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Apr 2023","+0.00281 ETH","32.00209 ETH","32.00489 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Apr 2023","+0.00281 ETH","32.01041 ETH","32.00208 ETH","0","0","0","0","0","0","0","0 ETH"
"16 Apr 2023","+0.00282 ETH","32.00759 ETH","32.0104 ETH","0","0","0","0","0","0","0","0 ETH"
"15 Apr 2023","+0.00281 ETH","32.00478 ETH","32.00758 ETH","1","0","0","0","0","0","0","0 ETH"
"14 Apr 2023","+0.00277 ETH","32.00201 ETH","32.00477 ETH","1","0","0","0","0","0","0","0 ETH"
"13 Apr 2023","+0.00272 ETH","33.41433 ETH","32.002 ETH","2","0","0","0","0","0","0","0 ETH"
"12 Apr 2023","+0.00257 ETH","33.41175 ETH","33.41431 ETH","6","0","0","0","0","0","0","0 ETH"
"11 Apr 2023","+0.00281 ETH","33.40894 ETH","33.41174 ETH","1","0","0","0","0","0","0","0 ETH"
"10 Apr 2023","+0.00279 ETH","33.40614 ETH","33.40892 ETH","0","0","0","0","0","0","0","0 ETH"
"09 Apr 2023","+0.00282 ETH","33.40332 ETH","33.40613 ETH","2","0","0","0","0","0","0","0 ETH"
"08 Apr 2023","+0.00279 ETH","33.40053 ETH","33.40331 ETH","1","0","0","0","0","0","0","0 ETH"
"07 Apr 2023","+0.00279 ETH","33.39773 ETH","33.40051 ETH","1","0","0","0","0","0","0","0 ETH"
"06 Apr 2023","+0.00281 ETH","33.39491 ETH","33.39772 ETH","0","0","0","0","0","0","0","0 ETH"
"05 Apr 2023","+0.00275 ETH","33.39216 ETH","33.3949 ETH","3","0","0","0","0","0","0","0 ETH"
"04 Apr 2023","+0.00280 ETH","33.38936 ETH","33.39215 ETH","2","0","0","0","0","0","0","0 ETH"
"03 Apr 2023","+0.00283 ETH","33.38652 ETH","33.38934 ETH","0","0","0","0","0","0","0","0 ETH"
"02 Apr 2023","+0.00285 ETH","33.38367 ETH","33.38651 ETH","1","0","0","0","0","0","0","0 ETH"
"01 Apr 2023","+0.00284 ETH","33.38082 ETH","33.38365 ETH","0","0","0","0","0","0","0","0 ETH"
"31 Mar 2023","+0.00282 ETH","33.378 ETH","33.38081 ETH","1","0","0","0","0","0","0","0 ETH"
"30 Mar 2023","+0.00284 ETH","33.37515 ETH","33.37799 ETH","0","0","0","0","0","0","0","0 ETH"
"29 Mar 2023","+0.00285 ETH","33.37229 ETH","33.37514 ETH","0","0","0","0","0","0","0","0 ETH"
"28 Mar 2023","+0.00286 ETH","33.36943 ETH","33.37228 ETH","0","0","0","0","0","0","0","0 ETH"
"27 Mar 2023","+0.00283 ETH","33.3666 ETH","33.36942 ETH","3","0","0","0","0","0","0","0 ETH"
"26 Mar 2023","+0.00284 ETH","33.36375 ETH","33.36659 ETH","0","0","0","0","0","0","0","0 ETH"
"25 Mar 2023","+0.00284 ETH","33.36091 ETH","33.36374 ETH","1","0","0","0","0","0","0","0 ETH"
"24 Mar 2023","+0.00284 ETH","33.35806 ETH","33.36089 ETH","0","0","0","0","0","0","0","0 ETH"
"23 Mar 2023","+0.00286 ETH","33.3552 ETH","33.35805 ETH","0","0","0","0","0","0","0","0 ETH"
"22 Mar 2023","+0.00283 ETH","33.35236 ETH","33.35519 ETH","0","0","0","0","0","0","0","0 ETH"
"21 Mar 2023","+0.00286 ETH","33.3495 ETH","33.35235 ETH","0","0","0","0","0","0","0","0 ETH"
"20 Mar 2023","+0.00287 ETH","33.34662 ETH","33.34948 ETH","0","0","0","0","0","0","0","0 ETH"
"19 Mar 2023","+0.00284 ETH","33.34378 ETH","33.34661 ETH","0","0","0","0","0","0","0","0 ETH"
"18 Mar 2023","+0.00287 ETH","33.34091 ETH","33.34376 ETH","0","0","0","0","0","0","0","0 ETH"
"17 Mar 2023","+0.00287 ETH","33.33803 ETH","33.34089 ETH","0","0","0","0","0","0","0","0 ETH"
